How big is your family.;Our family is quite large. I have got a younger sister and an elder half-brother. My sister is a student than me and we get on very well.  My half-brother lives a happy family life with his wife and children. I have also got an elder half-sister but I don't know her.;Family
Who do you live with?;I am single and I live with my parents and my younger sister. My father is breadwinner, he works as an ambulance. My mother is at home, she deals with agriculture. This is our family business.;Family
What is your relationship with them like?;I get on very well with my parents and my sister. We sometimes argue about unimportant things but it's natural bacause in every relationship has got small problems. My sister and I share our problems and help each other.;Family
Are you in close contact with those members of your immediate family who don't live with you?;My half-brother lives with his family and he is a very busy person and we don't often see him. Occasionally, we have lunch with them at the weekend.;Family
How important to you is your extended family?;I have very strong family ties. My home and my immediate family is significant to me, and my extended family is as important. I like to see them as often as I can.;Family
Who do you take after?;As for my appearance, I think I take after my mother. When my mother was young, she had long brown hair and she was slightly-built, like me now.;Family
What do you look like?;I am in my late teens. I'm quite tall and I'm slightly-built, but I have rather wide shoulders. I think I am just the right weight. I have wavy long brown hair. My eyes are blue and I wear glasses. If necessary, I apply make-up to cover up my acnes and accentuate my eyes and my mouth.;Family
Do you think looks matter a lot?;Yes, quite a lot. I don't think anyone really wants to look unkempt and unattractive. I admire those who have good taste in clothes but if someone doesn't. This is not problem. After all I believe that one shouldn't judge a book by its cover. ;Family
What clothes do you like wearing?;The dressing is important to me, but I don't dress according to the fashion. I wear what I like and fits good. I like to look pretty. I usually wear comfortable clothes at home, but when I go out, I wear my current favorite piece of cloth.;Family
What does your mother/father/ any member of your family look like?;My mother is medium-hight. Her hair is wavy grey but she dyes her brown. Her eyes are also brown. My dad is just as tall as my mom. My dad also has gray hair, but he doesn't dye it. He has a beard and mustache.;Family
What kind of person are you?;I am quite sensitive to what is happening around me. I'm often moody. At the same time I am really understanding, co-operative and generous. ;Family
Have you got your father's or mother's personality?;I think I have got my father's personality rather than my mother's personality.;Family
In what respect are you like either of them?;My father is understanding and patient with people. He is a real handyman. He knows a lot of things and he can cope with any job around the house. He is very helpful and practical, but sometimes he loses her temper, just like me.;Family
What is your picture of an ideal husband/wife, mother/father like?;An ideal spouse should be kind and understanding and supportive of his or her partner. Husbands and wives should share household responsibilities so that neither one has to take on more of the burden of running household. In the past, the traditional ideal was that the husband would be the main breadwinner and the wife would stay home, manage the house and raise children. However, nowadays both partners usually need to work. An ideal parent should be responsible and set a good example for his or her children. A parent will have to be patient as children sometimes misbehave or make mistakes as they are growing up. But a good parent is also firm so that children learn good manners and good behavior. Parents should be loving and kind, and both mothers and fathers should play an equal role in their children's upbringing.;Family
How can you prove your identity?;You can prove your identity by showing your identity card, residence card, or perhaps your student card if you have one. When you are outside the Europe Union, you can use your passport for this purpose.;Family
What data can be seen on your identity card?;First of all you can see the holders surname, given name and sex (that is whether the holder is male or female). Then comes the data of expiry. On the other side you can find the holders maiden name and nationality. After this is the mother's name followed by the place, the year, month and day of the holder's birth.;Family
Why do you need to have an ID?;It is best to carry your ID on your wherever you go. You may quite often find yourself in a situation when you have to prove your identity. For example, in court, in exams or when you are stopped by the police.;Family
What happens if you lose your ID?;If you lose your ID, you have to go to the passport office where you are given a form to fill in. You may be asked about your personal particular such as place and date of birth, temporary and permanent address, marital status, family name, first name, maiden name, occupation and place of work. You might also need to take your birth certificate with you. You don't have to worry about your photo as you can have it taken on the spot.;Family
What would you include in your curriculum vitae in order to get the fellowship abroad?;I would write a profile saying: I was born in Szeged. I took my school-leaving exams at Kossuth Zsuzsanna secondary school in Szeged. Meanwhile, I took an evening course in English. I can speak two languages, English and German, fluently. My special field of interest is Webdesign and for the last few years, I have been working for a software development firm. I have a good working knowledge of Photoshop, Adobe Illustrator, Excel, and Word programs. I am quite hard-working and I have a cheerful temperament. I think I can cope with new situations well.;Family
What schools did you attend as a child?;I started nursery school at the age of four, then I went to  elementary school. Later, I was admitted to a high school, where I successfully graduated. Now I want to applying for an university. That's why I'm standing here now.;Family
Did you do well at school.;I wasn't the best student in elementary school, but when I started high school, I became a very good student. And now I'm going to university. So I am staisfied with myself.;Family
Where did you go continue your studies after leaving primary school?;I apply for admission to one of the high school in the country where I spent four years. In the third year I would liked to opted for additional lessons in English and History but that was not possible. I graduated and skipped a year to think about how to continue. I spent the next year studying and decided to go with my studies and apply for university.;Family
Did you enjoy being a student? Why? Why not?;I didn't like going to primary and secondary school. I never had many friends. The class community was not cohesive, the students hurt and bullied each other. However, I still like to study, so I hope that the university will be different. I had a good experience. Most of the teachers always tried to help in their own way. On the other hand, being a student comes with privileges. Thanks to the student card, you can get a discount on many things.;Family
What is the teacher student relationship like in your school?;The teacher-student relationship in my school was never perfect, but most of the students respected their teacher and the teacher treated the students properly. The teacher are all very competent and impart a great deal of knowledge to us.;Family
Which are your favorite subjects?;My favorite subjects were mathematics and history. These were the less popular subjects in my class.;Family
Which are the ones that you don't like?;Physics is not my cup of tea, it is my weak point. I did't even like to think of it. Although I tried to do my best in this subject, my efforts were not always crowned with success.;Family
What are some of the out-of-school activities that you are involved in?;Besides studying, I didn't have time for anything else but, to tell you the truth, there weren't too many opportunities at school. I would have liked to have played basketball, volleyball, or attended an acting class, but these were not possible.;Family
What are your plans for the future?;I don't know yet what I would like to do when I leave school. One thing is sure, I would like to go on to higher education. I am aware of having to study hard and that it won't be easy but it will work.;Family
Do you get up as soon as you wake up?;No, never. In fact, I need some time till I regain my senses and am wide awake again. This usually happens after I have washed my face.;Family
Do you ever oversleep?;Yes, unfortunately it has happened to me sometimes. Being the heavy sleeper, I can hardly hear the alarm clock ring.;Family
What do you do first when you get up?;I draw the curtains to let light into my room. Then I go to the bathroom to wash my face in cold running water that I will be wide awake.;Family
What do you do before breakfast?;I go to the bathroom and wash my face, hands and dry myself with a towel. Then I clean my teeth, comb my hair, and begin to get dress. If necessary, I apply make-up to cover up my acnes and accentuate my eyes and my mouth.;Family
Who gets breakfast ready?;Breakfast for me is just snacks so we don't make much fuss over it.  My family doesn't often have breakfast together, so most of the time everyone prepares breakfast for themselves. So we don't make much fuss over it. However, when we have breakfast together, my mother usually makes the breakfast.;Family
What do you usually have for breakfast?;I start with a yogurt or drink a mug of cocoa. Then I eat a sandwich or some kind of egg or French toast. My mom often buys pastry, so I eat them.;Family
How do you go to work/school?;I go to the bus stop by bicycle, which is 5 minutes away from our house. I get on a bus that drops me off near the school. If I'm in a hurry, I go by bus or tram. Otherwise I go on foot.;Family
How many hours do you work in a day?;I work flexitime because I work from home. I distribute the ratio of work and free time myself. I usually work 6-8 hours.;Family
Where do you have lunch?;I always have lunch at home. I don't think I could ever put up with the kind of meal you get in a canteen. What my mother cooks at home is more to my taste.;Family
When do you go home?;I work and learn at home, so I don't go out much. If I leave home, I get home late in the afternoon.;Family
How do you spend the afternoons?;When I'm not working, I'm learning. If my parents need me around the house, I help them. I spend my free time with my friends.;Family
How do you share the housework in your family?;My mother does most of the housework. She does the cooking, washing, shopping, watering flowers and taking care of the garden and feeding the cats. My sister is enthusiastic about cleaning. She hoovers the carpets and dust the furniture. He has a dog, so he has to take the dog for a walk. My father mows the grass, washes the car, takes care of the farm animals and does all the men's work on the farm. I clean my own room and do any other jobs that need doing.;Family
What jobs should be done every day/at least once a week?;You have to air the rooms and put them in order every day so that they should look clean and tidy. Washing-up is again one of those household chores that needs to be done frequently. Other jobs such as sweeping the floor, emptying the waste-bin, cleaning the windows can be done less frequently but you should do most of them at least once a week. ;Family
 Is the mother's place in the home?;No, I don't think so. In my opinion, it is selfish not to let a woman build a career. You can't deprive a woman of her right to earn her own living, find pleasure in her work and keep in touch with real life. A mother who is able to build a career is able to provide a suitable environment for her family and appropiate upbringing for her child in addition to work.;Family
Should women who stay at home with the children be paid in the same way as other people are?;There is no way you could pay a housewife. The husband should be paid enough so that he can support his wife and children properly. Unfortunately, this is often not the case.;Family
 How many jobs are women responsible for?;If a woman goes out to work, she is responsible for at least three jobs. Some women hold high positions and are good mothers and housewives at the same time. ;Family
Can a woman fulfil all the roles of a wife, mother and a career woman?;It depends on the husband's attitude. If he shares the responsibility of bringing up a child and caring for the family with his wife, which should ideally happen in every family, women will be less exhausted  and more efficient both at work and at home. However, in many cases a single woman is also able to do this.;Family
Who wears the trousers in your family?;My father does. Important decisions are always made by him but my parents usually make decisions together.;Family
What houshold jobs are husbands often responsible for?;Men are usually good at repairing household devices. A handyman can fix a dripping tap, replace a burnt-out light bulb, stick on wallpaper, repair a leaking water-pipe.;Family
Who can stay at home on child care leave?;In Hungary, it is either the mother or the father who can stay at home with the new-born baby. In practice, however, it is still the mother who goes on maternity leave for one, two or sometimes three years.;Family
Is it worth staying at home until the child is three years old? ;Yes. Definitely. The first few years of a child's life are crucially important. This is the time of creating contact between parent and child. There cannot be anything more important for a mother than attending to a child during the first few years of its life.;Family
How do you spend the evenings at home?;I learn till about 8. After, I skype with my friend. I take a warm bath and go to bed at about 10-11. Until I fall asleep, I watch tv or I relax with some interesting book or a bit of music. ;Family
In what way is your daily routine different at the weekends?;At the weekends the days are slightly different. If there is no family program, I learn and help around the house. I try to spend some time outside and meet my friends. We ofen go walking or ride a bike.;Family
Would you like to make any changes in your life-style or are you happy with the way of life you are leading?;I suppose there is always something to change, but at the moment I am satisfied and I am on the right track. I can manage my time quite well, so I can always afford to take a little rest whenever I need it. I do things in order of importance and never put off till tomorrow what I can do today.;Family
What family occasions do you celebrate?;We celebrate birthdays, name days or Christmas, Easter, wedding  anniversaries and mother's day. Unfortunately, we don't observe father's day.;Family
  Do the English celebrate name days? ;No, they don't. But birthdays are all the more important to them. On  that day they invite their friends and relatives over and give a big party.;Family
  How do you celebrate birthdays?;I always buy a present for my father's, mother's or sister's birthday. Sometimes I make the present myself because I like creating. On that day we usually have some relatives coming in the afternoon and wishing a happy birthday. It is a quiet family gathering which is spent on eating, drinking and discussing family matters.;Family
  How does a couple get married in Hungary?;People can get married either in a church or in a registry office. In the latter case there must be two witnesses. Most people however, prefer to have a church wedding.;Family
  What happens at the wedding reception?;After the wedding ceremony there is a large reception where an enormous meal is eaten, the wedding cake is cut. The guests are dressed in their best clothes and dance to music. Old traditions such as dancing with the bride at midnight and the bride leaving to change clothes after the dance are still kept at most wedding parties. ;Family
On what other occasions do the members of the wider family meet?;The members of the wider family meet at Christmas, Easter, birthdays, weddings, funerals.;Family
What is the greatest family festival for you?;I think in this part of the world Christmas is the greatest family festival for everybody. It is celebrated with ancient customs and traditions.;Family
What do we celebrate at Xmas/Easter?;At Christmas we celebrate the birth of Jesus Christ, The Saviour of men.At Easter we celebrate Resurrection of Jesus from the tomb 3 days after his Crucifixion.;Family
What customs and traditions do we celebrate Christmas/Easter with?;Popular customs include advent candle lighting, exchanging gifts, decorating Christmas trees, sharing meals with family and friends. Most Easter traditions are associated with Easter Monday when boys set out to call on their female friends and relatives and sprinkle them with perfume or water. Girls, in return, treat them to home-made cakes or some drinks and present them with eggs painted mainly red, green or yellow. Children are also presented at Easter with either some chocolate eggs or a chocolate Easter bunny.;Family
What happens on Christmas Eve?;December 24th is Christmas Eve. The Christmas tree is decorated and children are given a lot of presents. Most families go to midnight service in church.;Family
What is a traditional Christmas-Day/Easter Sunday meal like?;On Christmas Day the family gathers round the table to take part in the traditional Hungarian Christmas lunch. Two things are essential parts of this meal: stuffed cabbage and poppy-seed cake. The rest of the meal is usually beef soup followed by pork chops or turkey. A typical Easter Sunday breakfast consists of ham and hard-boiled eggs. There are no set dishes that we eat for lunch at Easter. ;Family
Do you approve of the idea of buying presents for your loved ones for  Christmas?;Yes, definitely. There is nothing more pleasing than giving the right present to your loved ones. I admit the right present is difficult to find but it is worth taking the trouble. For me, it is important to see the smile and joy that my gift brings.;Family
How do we celebrate New Year's Eve?;On New Year's Eve people sit up till after midnight to see the new year in. At midnight we sing the national anthem and drink champagne. Some people go to parties and to dances others watch TV. We usually stay up until dawn.;Family
How many public holidays do we have and what do we celebrate on these days? ;On March 15th we commemorate the Hungarian Revolution and War of Independence of 1848-49. May 1st is a spring holiday when maypoles are put up in gardens. August 20th is the day of King Stephen l. On this day we commemorate the founding of our state almost a thousand years ago. On October 23rd we celebrate the declaration of the Hungarian Republic and commemorate the revolution of 1956.;Family
What is your relationship like with your parents/children? ;I am very fond of my family but I don't always get on very well with them. They try to control me too much and quite often they treat me like a child. My friends are given much more freedom while I am always told what is right and what is wrong. They expect me to regard them as friends but at the same time they just give instructions and  hardly ever ask me about my feelings.;Family
How do you bring up your children?;I think I am quite child-centred. I try to be loving and give my child everything I couldn't have when I was young. However, I am a strict parent. I don't want he/she to spoil her/his life.  I admit I insist on punctuality, tidiness and courtesy from my children at the same time I would like my kid to enjoy life and I am determined to support him as long as I live. ;Family
Are parents too permissive with their children nowadays?;Yes, they tend to. These kids can easily get out of control and become unmanageable. In fact the spread of juvenile delinquency is largely due to parental laxity. There are many children hanging around in the streets, who will grow into criminals. At the same time, parents often make the mistake of protecting and pampering the child too much, so she/he becomes conceited and selfish. You have to find the golden mean.;Family
Should children have pocket money?;Yes. Why not let them learn how to manage a certain amount of money and how to make it last for a week or a month. The amount should not be too much, though. In fact, I use it as a kind of reward or punishment by giving more than usual or nothing at all depending on the child's behaviour.;Family
What is your attitude to corporal punishment?;Corporal punishment is ineffective. It only frightens the child and makes both the child and the parent feel unhappy. It is also degrading and cruel. It ruins the child's self-respect and does more harm than good.;Family
How do/would you behave if you find/found your child has/had gone out of control?;Dealing with a naughty child is no easy matter. The only wise attitude the parents can adopt towards their children's behaviour is to sit down with them, ask them about their problems and explain to them what is right and what is wrong.;Family
Do/would you give your children everything they want?;It is only natural for parents to try to do so but giving a child everything he/she wants as soon as he wants it means spoiling him. Children, however, must realise that money is earned by hard work. So parents should try and convince them not to want everything that money can buy.;Family
What are the most important things about educating a child?;Youngsters should be taught respect for other people and respect for the law. They should also be taught patriotism and the need for hard work. They must know what is morally right or wrong.;Family
Do you think schools are able to meet these requirements?;Schools don't always give students an overall moral education. Many youngsters are reaching maturity without learning the hard lessons of life. Parents are inclined to leave the child's education up to the school, which it fails to do properly owing to many different factors. Some of these are high pupil-teacher ratios, lack of time and money, negligence of teachers.;Family
Are children overburdened at school?;Yes, in the best secondary schools in Hungary students have to cope with an enormous workload. Teachers force them to do a lot of homework and take oral tests in class, which puts an unrelenting mental pressure on them. Students are required to make an even more intense effort in the third and fourth years of grammar school so that they can get admission to university.;Family
Have you or your friends ever had any experience of the generation gap?;Yes, I suppose everybody has. The generation gap is by no means a modern phenomenon. The young have always reacted against the accepted beliefs of their elders. I myself was a rebel in my early teen days and mostly had a difference of opinion with my father. To tell you the truth, I still don't know why my father was against me going steady with a boy at the age of 16.;Family
What are some of the problems teenagers have?;By the time they are 16 or 17 they almost certainly have experienced some disillusionment with the adult society. They would like to be given unrestricted freedom. They feel that their parents do not understand them, which leads them to ignore parental advice. That's why they often feel frustrated about their own affairs. Teenagers need extra attention both from parents and teachers otherwise they may easily turn to drugs or violence.;Family
How can you get your children to study?;You must trust a child. Give him responsibility and let him decide if he wants to study or not. He will never study if he doesn't want to   even if you are standing behind his back. If nothing works you just tell her/him that he/she'll get a bicycle or a new pair of jeans if he/she studies hard and this always does the trick.;Family
What are the job and career prospects for young people today?;Quite promising, there are far more possibilities today than ever  before. Nevertheless, much harder work, more self-discipline, more constructiveness and a more rational approach are required of them than even some years ago.;Family
How much freedom should children have in the choice of their careers?;Parents should have a say but the final decision should be left up to the child. After all it is his life, he should know what he wants to do with it.;Family
Should parents still support their children once they have grown up?;Yes, I think so. Otherwise newly weds for example, would not be able to set up their own homes and raise two or three children. Only with the help of a grandmother or a grandfather can a mother go out to work or can parents do some entertaining such as going out together. I think a good parent always supports their children. If not with money, then with time.;Family
What are the effects of television on family life?;I think it is an important part of family life. In the evenings, when the whole family is at home, they can spend some time together without much fuss. However, Tv can also cause harm. If a family watches too much TV, they can deprive themselves of important family conversations. Like asking your child what grades he/she got at school or your husband/your wife how his day was.;Family
What are the effects of computers on family life?;You can't avoid using a computer nowadays. Most people regularly  use the computer for writing e-mails, chatting with their friends or for getting information. The problems begin when they become addicted to it and sit in front of the computer all day. After a while, they will not be able to establish real contact with the people around them and they will prefer virtual friends to real ones. They may become alienated from their own family members. ;Family
Do you think family life is different today from what it was like 40-50 years ago?;Yes. Now there are fewer opportunities for enjoying the company of other people because everybody is busy and they don't have time for each other. So many electronic devices deprive people of the opportunity to develop personal social relationships. We used to know all of our neighbours but this is no longer the case. We are becoming isolated from each other and, what is even worse, from the members of our own family. Also families used to be much larger. My grandmother was one of six children. Very few people nowadays have such large families.;Family
Are you against or in favour of large families? Why?;I think large families are happy families. The children in a large family naturally learn how to be considerate to others. For them the family is a large unit in which every single member stands by the other whatever happens. They can share their sorrows and they can share their joys. They have the advantage of never feeling lonely. However, it is important to know that you should only have a big family if you are able to support them.;Family
Where do you come from?;I come from a small town in the south of Hungary.;Housing
What is the region like?;The ground is mainly flat there. If you go outside the town and look around you, you can see the land stretching away into the distance. It is an impressive landscape. It has quite rich flora. Vast tracts of land and pastures are found here.;Housing
What is your town/area famous for?;Our area is basically a paradise for tourists. Lake Balaton, which has a charm of its own, attracts a lot of visitors from year to year. Around the lake new hotels have been built, motels have been opened in the most attractive spots, well-equipped camping sites have been established. The lake is flanked by an almost continuous line of holiday resorts with beaches, sports centres, boat houses, week-end cottages and private summer villas. The country is famous for its delicious real Hungarian food. For example, beef stew, goulash soup, fish soup.;Housing
Is it mainly an industrial or an agricultural area?;It is an agricultural area, where nearly half the population works on the land growing crops and raising animals. Farmers use machines and advanced methods to produce the largest possible amount of food. They grow wheat, maize, barley and oats as well as root crops like sugar beet, carrots and turnips. Others raise livestock, mainly pigs and cattle.;Housing
What are the old parts of your town like?;My town has a long history, which, consequently, has a lot of monuments. The town experienced many destructions, but most parts were always rebuilt.;Housing
Are there any buildings of historic or architectural interest in your area?;Szeged is 20 km from where I live, where there are many buildings of historic and architectural interest. For example, Dom Square, Széchenyi Square, REÖK - Regional Art Centre,  Water Tower, Gate of Heroes;Housing
Should old buildings of historic interest be preserved or pulled down?;I think these old buildings of historic interest must be preserved and they should be incorporated into the new surroundings. It is being done really successfully in most of our towns.;Housing
Is it a privilege to live in a town or in the capital? Why (not)?;I live in the country and I like it here. But I recognise that there are privileges to city life.;Housing
Is your living place far from the capital?;The place where I live is a long way off from the capital, it is a out-of-the-way town.;Housing
How many inhabitants are there in your town?;The population of our town is about 6000. The people here are very friendly and are close to nature. I appreciate the clean atmosphere.;Housing
What are the differences between life in the country and life in the city?;Life is never dull in a town, the latest exhibitions, films and plays are  within walking distance or only a short bus ride away. There are more civilised conditions in a town,. streets are better kept and shops are better supplied. City life is also better for the children because there is a variety of schools they can choose from and they don't need to commute. Neither do adults need to commute to work because these  places of work are usually within easy reach. It is, in fact, another advantage that people have more chance of employment and thus more chance of success. On the other hand in the town people lose touch with nature, they rush to work in the mornings and come home dead tired in the evenings.;Housing
Where would you prefer to live: in a town or in the country?;I live in a country but I would prefer to move to a town because town life is so much more exciting. Towns are constantly changing places and they can provide you with the best that life can offer.;Housing
Which do you think is better for your physical and mental well-being?;Nothing can be compared with the sight of green trees and pastures, the sound of twittering birds and the silent nights when the cock crowing is the first sound that disturbs serenity. All this can work wonders for people's mental and physical well-being, while in a town there are crowds, noise and pollution.;Housing
What are some of the problems big industrial cities (Budapest) have?;Budapest suffers from industrial decline, unemployment, poverty and housing and social stress. In general the larger a city the higher the degree of air pollution. Even rivers are dirtier in a city than in the country. Public transportation is usually inadequate, buses are crowded and people resort to using their own cars. This, however, leads to another problem: there are constant traffic jams when the cars wait for a longer time than they move forward and their drivers suffer from the noxious fumes. In big cities skyscrapers and high-rise blocks are built right next to each other without leaving space for greenery.;Housing
Why are there so many homeless people on the streets?;Homelessness is an acute problem that towns like Budapest have to face. Homeless people occupy many of the waiting rooms at railway  stations but you can bump into them in underpasses. Some have become homeless through divorce, others have failed to keep up mortgage payments and there are perhaps even more who have come as refugees from some of the developing countries.;Housing
What are big housing estates like?;Big housing estates are usually situated around industrial centres on the edges of towns. Most families there live in overcrowded and unsatisfactory conditions. There are huge blocks of flats which are faceless and all identical. The flats are usually too small for the families that live in them.;Housing
In what way are newly built districts different?;There has been a tendency for the last decade or so to design and build residential areas with more colour and individuality. The huge, faceless blocks of flats are changing into something that is more welcoming and pleasant.;Housing
Would you rather live in a big housing estate or in the green belt? Why?;Although in a big housing estate almost each block of flats contains shops and other facilities I would still like to live in the green belt because it is much quieter. In the green belt there are residential areas mainly with semi-detached or detached houses which are more personal and intimate places than high-rise blocks. The trees outside the houses provide you with the fresh air you lack so much in the centre or in big housing estates.;Housing
Do you like the town where you live?;I like my town. It is a very small city, but it has a lot to offer. If you have a specific need, Szeged is easily accessible. It lies at a distance of 20 km from my town. Besides, my town is very famous for its spa, so it is known all over the country.;Housing
Where do you live: in, near or far from the centre?;I live on a farm on the outskirts of the town but it is quite close from the town centre. ;Housing
What amenities are there in your area?;The place where I live offers quite a few facilities you may need, good restaurants, parks, playgrounds, an event center, a spa, a theatre, and even some sporting events.;Housing
Do you have to go far for your shopping?;I don't have to go far for my shopping. Shopping facilities, including a supermarket, a post office, a chemist's and other amenities are near at hand. Except when I need furniture or electronic devices.;Housing
Where do you live: in a house or in a flat?  ;I live in a detached house with a big garden.;Housing
What are the disadvantages of living in a flat?;A block of flats is rather densely populated. Sometimes people don't know even their next-door neighbours. You can often hear them as the walls are not completely soundproof. The flat doesn't have a garden and often doesn't even have a balcony. ;Housing
What are the advantages of living in a house?  ;In a house there is more room and more privacy. In a house you are on your own and nobody disturbs you. You can have a garden in which you can grow flowers or sit on the lawn. Your children can also feel safer because they can play in the fenced-off yard.;Housing
Which is cheaper?;Since land is becoming more and more expensive, it is cheaper to build high blocks of flats from prefabricated materials than to construct hundreds of small houses. The overheads are also lower if you live in a flat than if you live in a house.;Housing
What is the layout of your house/flat like?;If you look at our house from the outside, the front door is in the center. This opens directly into a small room. This is the hall. On the left side find my bedroom. Another door leads to the corridor where there are doors. The toilet and the bathroom are on the right side. There is a room on the lefthand and there is another door at the end of the corridor. The first leads to the dining room with another two small rooms, the kitchen and the pantry. The second leads to the living room. It leads to 2 bedrooms for my sister and my parents. There is also a smaller corridor that leads to the terrace.;Housing
How big are the rooms?;The hall is about 3 metres by 2 metres. The toilet and the bathroom are small, each of them is about three and a half square metres. The living room is about twenty square metres while the bedrooms measure about twelve metres square each.;Housing
Is the whole flat/house big enough?;It is a 150 square metre house. It is perfect for a family of four.;Housing
What type of accommodation is it? ;It is a freehold house so we don't need to pay rent.;Housing
Is it comfortable?;Our house is fairly comfortable and it is equipped with all modern conveniences such as hot water, electricity, gas heating, and a telephone.;Housing
How are the windows situated?;All windows face the garden so that one can have a good view of the garden. We have a light and pleasant living room thanks to the huge windows.;Housing
What kind of curtains (blinds, shutters) have you got?;There are full-length, monochrome curtains on the windows. Some windows also have got curtains and blinds which we pull down in the evenings and raise in the mornings.;Housing
How is your living-room furnished?;Along the wall opposite the windows, there is a white wall unit with my mother's vases. The focal point of the room is the elegant four-piece suite, consisting of three sofas and one comfortable armchair. The case stands in the corner with the television, next to a lamp. A small coffee table with a glass top is in the center.;Housing
What are the walls and the floor like?;The walls are painted in different colors and there is a 15 cm strip of wallpaper around some centimeters from the ceiling. The floor is covered with wood parquet, in some places there also is carpet.;Housing
How big is your kitchen?;Our kitchen is of medium size but the space is used very efficiently and we have a dining room.;Housing
How is it furnished?;The various items of kitchen furniture are conveniently arranged in a continuous line around the walls. All kitchen equipment is built-in, including an electric cooker, microwave, dishwasher and sink.;Housing
Do you cook on a stove / by gas / by oil or by electricity?;We have a gas-cooker but the oven is electric. I think this combination is the best for cooking and baking.;Housing
Do you have a refrigerator / deep-freeze?;We have a refrigerator with a small deep freeze but we have also a big freezer. ;Housing
What are the benefits of having a fridge?;It is good for keeping our food fresh and cool. We also put some of the home-grown vegetables and fruit into the deep freeze for the winter.;Housing
What labour-saving devices have you got? ;Our kitchen is almost fully fitted with labour saving devices, you can now find most of these in nearly all Hungarian households. In the kitchen we have a cooker, a fridge, a toaster, a food processor, a dishwasher, a mincer, a blender  and a micro-wave oven.;Housing
Where do you keep your labour-saving devices?;We keep the cleaning devices in the bathroom for example: .. and the kitchen utensils in the pantry.;Housing
How about cupboard space? Is there plenty of it?;There is never enough space in the cupboard as we have a number of small things that we have to place somewhere in the kitchen or in the dining room. On the shelves, there are spices and the ingredients needed every day for cooking like salt, flour, sugar, and cooking oil.;Housing
