How big is your family.;Our family is quite large. I have got a younger sister and an elder half-brother. My sister is a student than me and we get on very well.  My half-brother lives a happy family life with his wife and children. I have also got an elder half-sister but I don't know her.;Family
What do you keep in the cupboard?;Saucepans, frying pans, jugs, bowls, mugs, the kitchen scales, the mixer, cutlery and the rolling pin are kept in the kitchen cupboard. The working top of the cupboard has a heat resistant surface, which can easily be wiped clean. We keep coffeemaker here.;Housing
What kind of floor covering have you got in the kitchen?;The kitchen floor is tiled because it is easy to keep clean.;Housing
Have you got a dining-room?;Yes, we have a dining room. ;Housing
What is it like?;We have a square-shaped dining room. It is about twice the size of the kitchen.;Housing
How is it furnished?;There is nothing else in it except for a sideboard with all the plates and the cutlery and a dining-table with six chairs.;Housing
How often do you use it?;We use the dining-room only at the weekends when the whole family  has meals together. When we eat informally we just have our meals at the kitchen table.;Housing
What things are there in your bathroom?;We have a large tub in the bathroom and there is hot and cold running water. The washbasin is in front of the tub and over the washbasin, there is a cupboard with a mirror. The wash basin next to, there is a towel rack on the wall and a bath mat on the floor.;Housing
How are the walls and the floor covered in the bathroom?;Both the floor and the walls are tiled to prevent the plaster from getting wet through the continual splashing which inevitably occurs when you wash.;Housing
What do you keep on the bathroom shelves?;On one of the bathroom shelves, we have toothbrushes, toothpaste, deodorants, sprays, shampoo, bubble baths, and body lotion. On the other, we have detergents and washing powder. There is a separate shelf for clean towels.;Housing
Is there always hot water in the bathroom?;We have a boiler in the bathroom, which continually provides us with hot water.;Housing
What things and pieces of furniture should a children's room contain?;A children's room should contain a cot and a playpen. If the child is a baby there should also be a changing table with rattles over it. Toys are an important part of a child's room and development. The most common toys are building blocks, soft toys, teddy bears, jigsaw puzzles, dolls and dollhouses, toy soldiers, racing cars, and rocking horses.;Housing
How is your bedroom furnished?;My bedroom has a double bed right next to the door. The bedside table, the wardrobe, the bookshelf, and the chest of drawers are put along the wall. My desk is in the corner by the window. On the bed, we have bedspreads with lots of cushions. The floor is covered with parquet, and in some places there are carpets. The curtains on the windows shut out the morning light.;Housing
Have you got an attic / cellar / balcony?;We have a rather large attic at the top of the house. ;Housing
What do you use them for?;We keep old stuff and useless things there.;Housing
Do you have a convenient working space or a desk at home?;The children have their own desks in their bedrooms. ;Housing
Where do you keep your books?;The textbooks are kept on the desk in my bedroom. Otherwise, I keep my other books on the bookshelf in my room.;Housing
What kind of furniture do you like?;I like modern furniture, but I also like antique pieces.;Housing
What colour scheme do you prefer? ;I prefer matt colors to bright ones. I like to have cream-colored sofas and dark brown upholstered armchairs in our sitting room.;Housing
Do you like decorated or bare walls?;The walls and the shelves in our house are adorned with various ornaments and I always consider the style of the room when I buy a new piece.;Housing
What kinds of ornaments do you like? ;I especially like the fairy lights and garlands. I like hand-made decorations and candlesticks and vases. I also have some wood carvings, and ceramics in the living room as well as some images in my bedroom.;Housing
Is your flat crammed with things? ;Yes, I feel that my house is crammed with things. However big your house is you still feel that you don't have enough room and that you can't find a suitable place for your shoes, overcoats, suitcases or what have you.;Housing
What can be done in a flat to make it more spacious?;It needs some built-in cupboards or hideaways or at least one more store room.;Housing
How is your flat lit?;Naturally, we had the electricity put in when the house was built. We have stand lamps as well as there are chandeliers in every room. Due to the huge windows, a lot of natural light enters the house.;Housing
 What kind of switches have you got in your flat?;We have nice white switches on the color walls. ;Housing
 How many sockets are there?;We have a lot of sockets to plug in all the electric equipment and appliances we use in the household.;Housing
Have you got a mobile phone / CD player/ DVD player / computer?;All parts of my family have mobile phones. Mobile is a very useful thing if you want to be reached wherever you are. We also have CD and DVD players, but we don't use them. We have two computers and a laptop in our house so we don't need them.;Housing
What kind of heating is there?;We have gas heating and we also have a tile stove that can be heated with wood.;Housing
How do other people heat their houses?;Quite a few people use convector heaters in Hungary and some  families have electric heaters. Tile stoves and fireplaces have become  popular recently because people like sitting by the blazing fire when it is cold and windy outside. ;Housing
How often do you redecorate the rooms?;We just do up our house every 5 to 6 years. But I redecorate my room every year.;Housing
Do you do your own redecoration and repairing yourself or do you prefer  to have it done for you?;There are certain things that we have matter done but mainly we do ourselves.;Housing
What changes have you made in your house since you moved in?;Our house was built by my father's family. Over the years we have constantly renovated something. Shortly after I was born, my parents added two rooms to the house: a living room and a bedroom.  One year ago the kitchen has been completely refurnished. In the last few years we replaced some windows and converted the garage into a room. Now it is my room.;Housing
What things can go wrong in a house?;From time to time there are certain things in a house that go wrong and need fixing. For example when the tap keeps dripping, the pipes are leaking or the drain blocked, you can call for the plumber or try to repair them yourself.;Housing
How can you have them repaired?;Fortunately, my father can fix all the electrical appliances so we don't have to call the mechanic when there is no colour on the TV,  one of the domestic equipment refuses to work. He can even repair the car, whatever is wrong with it. If necessary, he can quite easily put up a new shelf, drive in a nail, replace a burnt-out bulb. He can also cope with a blocked drain, a burst pipe or a broken wire.  ;Housing
Have you ever been to an old and ugly flat? What was it like?;Once I went to a very old and uncomfortable flat. It was dark inside because it had tiny windows and the air was stuffy. The floor was worn out and in the bathroom there was only rusty bath with a dirty toilet. In the kitchen there was a shabby cupboard and a chipped table. The walls were peeling and the stale air smelt of mice. The only bedroom, which was used as a sittingroom too, was furnished with odds and ends of tatty furniture.;Housing
What are old houses like?;Old houses usually have wooden steps and floors which are slowly worn down by people's feet. Tiles fall off the roof and get broken, the paint cracks and peels. Pipes can begin to rust and bricks to crumble if they aren't looked after properly.;Housing
Have you ever seen a house being built?;I haven't seen a house being built but my father often expand our house. Last year he built a summer kitchen, not incidentally he formed our garage to a room. This is my bedroom.;Housing
What does the bricklayer / carpenter / joiner / tiler / plumber / glazier / electrician / plasterer / painter / decorator do?;The man who builds walls is called the bricklayer. The bricks are stuck together with mortar. The carpenter does the woodwork of the house. He puts strong wooden beams on the top so that they can support the roof. Plumbers lay pipes and fix the guttering and drainpipes. Electricians put in all the wires, lights and sockets. Then the joiner fixes the windowledges and when the walls are plastered he fixes the doors and other woodwork. The tiler fixes the tiles and leaves the house ready for the painters and decorators.;Housing
What does a typical English house/flat look like?;An average English family lives in a medium-sized, semi-detached house. The rooms are usually not too big. Often, there are brightly patterned carpets all over the floors and the stairs. The house usually has a small garden in front of it, a small garage for the car at the side and another small garden at the back.;Housing
How does an average English family buy its house?;They buy their three-bedroom house with the help of a long-term loan or mortgage from a building society. It is expensive, and when they have finished paying off the mortgage in 20 years' time or so, they will have paid about twice as much as the original cost of the house.;Housing
How would you advertise your own house/flat if you wanted to sell it?;Magnificent suburban residence. Two entrance, three double bedrooms, bathroom with huge bath and shower room, internal and external toilets, hall, dining-room, two kitchen, double garage, beautiful mature garden, gas-fired central heating. In first-class condition.;Housing
In what types of housing can people live?;People can live in skyscrapers, high-rise blocks, blocks of flats, terraced houses, semi-detached houses, detached houses, bungalows, huts, and cottages. They can own their flats — in that case, they are called freehold flats or they can rent a flat. They can share a flat with other families and live in a co-tenancy. Some people live in lodgings.;Housing
Have you ever lived in lodgings?;I have never lived in lodgings but I can imagine that you have to keep a number of house rules.;Housing
What were the house rules?;You are not supposed to smoke in the common rooms, you are not allowed to be too noisy, take girls or boys into your room, stick pictures on the wall and you have to use the bathroom at a fixed time.;Housing
Where do most students live?;Students who live away from home use student hostels and university halls of residence provided by universities in separate buildings. Lodgings are used by those who can't get a hostel room. This means that they take a bed-sitting room in a private house and pay monthly rent to the landlady.;Housing
Is it difficult to get a flat in Hungary?;I wouldn't say it is difficult to get a flat/house if you have the right amount of money. However, it is not very common for families to have a house to themselves with a garden. Property prices are very high so people often have to wait for years before they can have a place of their own.;Housing
Is there a shortage of living accommodation in Hungary?;I don't think there is a shortage of living accommodation in Hungary. Rather, the problem is that young married couples don't have enough money even to buy a small flat of their own and so often they have no other choice but to live with their parents.;Housing
How can you get a flat in Hungary?;If you have enough money you can buy a flat/house, build a house yourself or have a flat/house built. However, most people cannot afford this. If they don't want to rent a flat/house or live with their parents, they can get a loan from a bank.;Housing
How can you get the money for building a house or buying a flat?;Getting a loan is usually difficult, because most banks demand that you have some money in order to be entitled to a mortgage. Once you get the loan, usually at a very high interest rate, you have to pay it back in  monthly instalments for many years. If you have two or more children, you may get a state grant, which you do not have to pay back.;Housing
What should be done about the housing problems?;To tackle housing as a high social priority requires spending on a vast scale on public housing. The local authorities should build many blocks of flats and let them to people who can't afford to build or buy a flat of their own. Interest rates should be reduced, run-down houses should be renovated and sold cheaply, all taxes on building materials should be removed and building industries should work harder and more efficiently.;Housing
Where are you employed?;I have been working in an shop for 2 years.;Jobs
What do you do for a living?;I have been employed as a junior clerk.;Jobs
What is your position?;I am a dress shop worker.;Jobs
What are your responsibilities?;I have to do a bit of everything. My main job is to manage the cash register and I also help with the clothes sorting and the clothes put in their place.;Jobs
Do you enjoy working there?;I like working there, but it's not my dream job. This is just a temporary job, as I start university in September.;Jobs
Is there a good atmosphere among employees?;My colleagues are very kind and helpful. I get on very well with them. I can ask them to stand in for me, If I have a real grievance. It is a nice atmosphere to work in. ;Jobs
How do you get on with your employer?;My boss is all right in every respect, I can't say anything against him. ;Jobs
Do you find your work easy or tiring?;I think it is a tiring job but it is worth doing it.;Jobs
Have you got good chances of promotion?;If you work hard and honestly, you have got chance of promotion.;Jobs
Is your salary reasonable for the work you are doing? ;Yes, I think the pay is quite reasonable for the work that I am doing.;Jobs
What are the working conditions like?;We have pleasant and healthy surroundings, with a nice and spacious air-conditioned shop.;Jobs
How many jobs have you worked in so far?;This is the first job I've had. Unfortunately, I didn't have much choice when I was looking for a job. It isn't easy to find work these days without experience.;Jobs
What is your job like now?;Now I am a clothes shop worker. I like working with other people and I like my colleagues, surroundings, and the boss. I find my job not only well-paid but also enjoyable.;Jobs
Have you ever done manual work?;Of course. My parents have their own business. They deal with agriculture and I help them regularly.;Jobs
Did you like it?;I don't like it very much because it's a very hard job but my parents need me and I like nature and helping them.;Jobs
How were / are you paid?;I get a fixed salary every month.;Jobs
Why did you give up your previous jobs?;The jobs I have had were really hard for me and weren't challenging. Therefore, I decided to go to university.;Jobs
Have you ever worked flexitime?;No, I have never worked flexitime.;Jobs
Is it better than working fixed hours?;Yes, I think working flexible hours is better than working fixed hours because when you work flexitime you can fit your work in with your private life and sort out your problems during the day.;Jobs
Have you ever been unemployed?;Fortunately, I have never been unemployed.;Jobs
What would you write in a letter of application if you applied for a job?;In a letter of application I would give a kind of profile containing information about my qualifications, schooling, exam results, present and previous jobs, work experience, present salary and perhaps I would give the dates when I am free for an interview.;Jobs
Have you changed jobs recently? Why? Why not?;No, I haven't changed jobs because it's hard to find a new job without experience these days and I like my current job. Anyway, I will be going to university from September.;Jobs
Do you think people like to change jobs? Why?;People are unwilling to change their jobs these days even if they have many problems at work. They like to be on the safe side, therefore, they'd much rather stay than leave.;Jobs
How can you change your job?;If you want to change your job, you must look at the advertisements or make enquiries at companies, firms, factories, offices via Email or post.;Jobs
Where can you find job advertisements?;You can find job advertisements in the newspapers, magazines or on the Internet.;Jobs
Who can help you to find the job you are looking for?;If you can't find the right job for yourself in the newspapers, or on the Internet, there are career offices or employment agencies that may still help you and offer you the kind of job you are looking for.;Jobs
Is it easy to find a job nowadays?;It is not very likely to easily find a job today when unemployment is growing.;Jobs
What happens if you have found the right job?;If you are lucky and you think you have found the right job, you send your curriculum vitae with your qualifications and details of your previous jobs and go for an interview.;Jobs
Who talks to the applicant at a job interview?;At institutions, it is usually the headmaster, at companies, it is often the personnel manager who interviews the applicants.;Jobs
When did you last go to a job interview?;I last went to an interview before I took up my present job.;Jobs
What did you agree on?;The personnel officer and I agreed on my starting salary, the office hours and the lunch break, and the amount of paid holiday, would be entitled to.;Jobs
Were you informed about your responsibilities?;I was shown round the shop and told what my responsibilities would be. I was also informed that there were good prospects of advancement and that promotion would depend entirely on my ability and hard work.;Jobs
Did you accept the job?;As the job and the conditions appealed to me I accepted that I would be on probation for the first three months.;Jobs
Were you accepted for the job?;Yes, I was accepted for the job. We agreed that if my probationary period was satisfactory I would be taken on the permanent staff.;Jobs
What do you consider the most important thing about a job?;The most important thing about a job is whether you like it or not. I think I can only make a success of my job if I am interested in it. So it is important to know that you are doing the right job.;Jobs
What would you say is less important?;It is an important issue as to how you can get on with your employer and with your colleagues, in other words, what the atmosphere is like at work. For me, working conditions and chances for promotion also matter.;Jobs
How important is money to you?;Of course, you should be adequately paid for your work so that you don't have to work on the side. So I suppose money is quite important for everyone.;Jobs
Does your present job meet your requirements?;My job does not really meet the requirements I used to have as a youngster. It doesn't use my abilities or stretch my brain.;Jobs
What do/don't you like about it?;I do not like about my job that it is monotonous and that there is not much rest. ;Jobs
Would you like to retire from your present job or are you considering changing your job? ;No, In September I'm going to university and I will not be working.;Jobs
Do you work full-time or part-time?; I work a part-time job.;Jobs
What time do you start and finish work every day?;I start work at the shop at eight in the morning.  At 12 o'clock I have a lunch break. I finish at 14 o'clock. ;Jobs
Do you have any breaks during the day?;I have a short break to have my breakfast at twelve. I buy a snack in the canteen, which keeps me alive until the end of the job.;Jobs
How do you normally spend the day at work?;All day I stand behind the cash register or sort clothes.;Jobs
How can jobs be grouped?;Jobs can be grouped in several ways for example, manual and nonmanual jobs, skilled and unskilled work or trades and professions.;Jobs
Who are the blue-collar and white-collar workers?;The workers doing manual jobs are often referred to as blue-collar workers. The ones doing mainly brainwork are called white-collar workers.;Jobs
What is the difference between jobs and professions?;Some jobs need university qualifications, and these are professions, others don't, and these are skilled, semi-skilled or unskilled.;Jobs
Name some skilled and unskilled jobs?;Skilled people are those who have learnt a trade such as a pastry-cook, turner, weaver, shop assistant, car mechanic, railwayman, tailor, barber. Unskilled jobs, such as the job of a factory hand or an office cleaner, do not require special training.;Jobs
When and how do people in different jobs get paid?;Most professional and clerical workers receive a monthly salary. They get their salary slips together with the pay on one of the first five days of every month. Manual workers receive a wage, half of which is paid out in the first, the other half in the second part of the month.;Jobs
Can lawyers or doctors charge anything for their services? ;Certain professional people who are completely or partly selfemployed charge fees for their services, e. g. members of the legal profession (lawyers, solicitors, barristers), and those of the medical profession (general practitioners, dentists, psychiatrists, neurologists, gynaecologists, etc.) who are in private practice.;Jobs
What do manual workers' earnings comprise?;Manual workers' earnings may comprise several elements such as the basic wage (basic hourly rate), overtime, premium payments for shiftwork, and bonuses (piecework, production or efficiency bonuses, for instance).;Jobs
Are women equally paid with men?;I think women get equal pay with men in most professions but in a few case the situation is worse.;Jobs
What do we mean by gross salary and net salary?;The amount of money I actually receive are my net wages or net salary. It is, of course, considerably less than my gross salary, the amount of which is written at the top of my salary slip.;Jobs
Why is there so much difference between them?;The reason for this is that various deductions are made, e.g. income tax and national insurance.;Jobs
What does the percentage of the income tax depend on?;The percentage of the income tax depends on the total amount of your annual income.;Jobs
What other deductions are made from your salary?;Other deductions are the superannuation contributions, which is ten percent of your salary and the unemployment contribution, which is one percent.;Jobs
Which are the best-paid jobs in today's Hungary?;It seems to me that in today's Hungary bank managers and businessmen, especially if they work in the private industry earn the most.;Jobs
What occupation would you recommend to your son or daughter Why?;I would recommend my son to set up his own business in the computer science industry, or in any other industry that appeals to him, because I think that this has a future. ;Jobs
What do you think of privatisation?;I think that the government is making a big mistake by selling Hungarian assets to foreign enterprises. We should save our values and retain what is really Hungarian. We should not let the country fall into the hands of foreigners.;Jobs
What are the advantages and disadvantages of having a lot of multinational companies in Hungary? ;I suppose that multinational companies bring variety and a wide range of choice to the life of the country. Without them we would not be able to develop. They are the ones that offer jobs to most Hungarians, thus reduce the level of unemployment.;Jobs
Why is it difficult to start your own business?;The reason why it is difficult to start a business is two-fold. First of all, you have to have some capital in order to begin. If you don't have money, you can turn to a bank for a loan, which you have to pay back with high interest rates after a certain period of time. But money is still not enough. The most nerve-racking thing in connection with starting your own business is red tape. You have to have a lot of documents and permits so as to start your own company.;Jobs
What opportunities do you have in the EU?;To the best of my knowledge, since our accession to the European Union in 2004 there has been a free flow of work-force between Hungary and the other countries in the EU. As EU citizens, Hungarians are no longer required to obtain a work permit in order to take up a job in the other EU countries.;Jobs
Would you like to work in Hungary or abroad?;After graduation I would like to look for a good job in Hungary, because this is the place where I was born and bred. I am not saying that would reject an offer from a foreign company, but I would not be able to work outside my country for good.;Jobs
What qualities do you need to be a good teacher / driver / nurse?;A good teacher has to be strict and consistent. He should not be on very friendly terms with the children but he should not keep them at a distance either. He has to like the children with whom he is working. Patience on his part is as important as kindness. And also, he has to know his subject well.A driver needs good reflexes and a sure hand. Driving needs concentration and it can be fatal if a driver doesn't attend for even as short a period as a second. He must know the vehicle he is driving inside out and must be able to repair it if it should break down on the road.A nurse should be kind and attentive. She should say some encouraging words to every patient so that they should not be frightened too much by their illnesses. A nurse should also be patient and keep her cool in emergency situations. No nurse should be squeamish or easily disgusted by any sight.;Jobs
Do you think people have enough money to put aside and save up?;Most people can't afford to put any money aside for their income is so low that it is just about enough to keep body and soul together.;Jobs
When do people start saving?;People begin to save when there is enough money for all that is needed in the family. But it is more common for people today to ask for bank loans than save up.;Jobs
What do people save for in Hungary today?;Most people save for a flat / house, a plot of land, a week-end cottage or for holidays abroad. There are some who save for a car or put money aside to purchase durable consumer goods or new furniture. Naturally, many people save without any definite end in view, just for the sake of having a reserve and feeling secure.;Jobs
Why can't many people afford to put money aside? ;Many people can't afford to put any money aside for their income is so low that it is just about enough to keep body and soul together.;Jobs
How many unemployed are there in this country?;I am afraid I don't really know exact figures. All I know is that at the moment unemployment is still rising.;Jobs
How do you think the unemployed feel?;The unemployed may feel guilty about being out of work even if it is not their fault. They are disappointed because they receive just enough money not to starve.;Jobs
What is the unemployment benefit enough for?;I suppose the unemployment benefit is just about enough to cover their basic needs.;Jobs
What different kinds of trade unions are there?;A large number of unions of various kinds exist in Hungary. The oldest one is the National Association of Hungarian Trade Unions, which organizes workers on the basis of the branch of industry in which they work. There are craft unions, which organize the workers in a specific trade, such as the Democratic Trade Union of Pedagogues.;Jobs
What do trade unions struggle for?;I think that trade unions struggle for higher pay and better terms of employment and working conditions.;Jobs
What fringe benefits do you get from your company?;You get a 20% discount in the shop.;Jobs
How many days of paid holiday do you get?;Most workers receive three weeks' annual holiday with pay but it also depends on the number of years they have spent working. The longer period you have worked the more days of paid holiday you get. The increase is one day per year.;Jobs
What is the retirement age in Hungary?;The retirement age in Hungary is 65 for those people who were born in 1957 or later than that. There are some occupations from which people can get pensioned off at an earlier age if they have been in employment for at least 40 years. As far as I know one such job is that of a teacher, for example.;Jobs
How many full meals do you eat a day?;I usually eat three meals, breakfast, lunch and supper. Supper is usually a cold meal for which I don't cook anything.;Meals
How many meals are served in an English home?;As far as I know, in an English home four meals are served, breakfast, lunch, tea and dinner.;Meals
Which is the most important meal of the day?;Dinner is the most important meal of the day and they serve hot dishes for it. ;Meals
Why do we say that the English have a large breakfast?;Because an English breakfast consists of cornflakes or porridge, bacon and eggs or ham and eggs (boiled or fried) with baked beans, tomato or mushrooms, buttered toast or bread and butter with marmalade. Instead of bacon and eggs, fish may be served. Some orange juice is drunk before breakfast and either tea or coffee (white or black) is drunk after it.;Meals
How do Continental and English breakfasts differ?;A continental breakfast is, of course, much less substantial. We just have some buttered rolls with honey or marmalade or perhaps some sausages or eggs. We don't make much fuss about breakfast. Some people just eat an apple or a banana or drink a cup of tea or coffee.;Meals
Is it healthy to have a substantial breakfast?;It is a contentious question to which experts give different answers. Having a substantial breakfast used to be considered healthy but according to the latest findings, we should not have anything but a piece of fruit or a glass of fruit juice for breakfast. As for me, I think you eat when you are hungry, but don't force the food down when you are not.;Meals
Who prepares the breakfast in your family?;It is either my mother or me who prepares the breakfast, depending on who has more time.;Meals
What do you usually have for breakfast?;We usually eat some cold cuts with rolls, green pepper or tomato and drink tea with lemon, cold milk or hot chocolate. When I am in a hurry, I just drink a cup of strong black coffee.;Meals
What do you eat on Sunday morning?;On Sunday mornings we have a more relaxed breakfast, we often eat ham, sausages, bacon and eggs or scrambled eggs, or hard-boiled eggs.;Meals
How do you make tea?;To make tea I fill it up with water in the tank of the tea-kettle. Then I put some of the lemon juice in the kettle and teabags in the holder. The water flows through the filter and teabags directly into the can. I serve it with sugar.;Meals
What is noise pollution and what can it be caused by?;Noise pollution refers to any loud sounds that are either harmful or annoying to humans and animals. Noise pollution can be generated by airplanes, helicopters, and motor vehicles as well as human activities such as sporting events, concerts, construction, or demolition.;Pollution
How does noise pollution affect humans and animals in your region?;I live in a small town where noise pollution is not disruptive to humans. In the big cities, it is mainly caused by heavy traffic, constant road works, and frequent open-air concerts and festivals. The schools are located on a very busy avenue and the noise of the traffic and roadworks often impedes concentration and causes mental stress even when the windows are closed. In spring and autumn, students suffer from the heat in the classrooms because opening the windows is unimaginable. Noise pollution also affects animals here. Students can hardly see birds because noise pollution drives them out of the city by decreasing their ability to hear prey or predators.;Pollution
What is light pollution?;Light pollution is the brightening of the night sky by the use of improper lighting, especially by cities that run lights all night long. It can be caused by extra, unnecessary lights around the home or street lamps that shine light in all directions, instead of pointing light downwards towards the street.;Pollution
What are the negative consequences of light pollution?;Light pollution not only inhibits the visibility of stars and planets but it may also affect human health and sleep cycles. Excessive light on the retina causes discomfort to the eyes especially during the night. Bright light strains the eyes and also causes headaches and migraine. Light pollution is also a waste of energy because street lamps generally use more energy by shining more light up instead of down. In this way brighter bulbs are needed for the same amount of light.;Pollution
Is there light pollution where you live? If yes, what is it caused by? If not, can you think of some famous cities? How are they affected by light pollution?;My town is not especially affected by light pollution but unfortunately an increasing number of the world's leading cities want to have a unique identity by lighting important landmarks to create inspiring visual experiences;Pollution
What is visual pollution?;Visual pollution is what we call anything unattractive or visually damaging to the nearby landscape. Visual environmental pollution can be annoying, ugly or even depressing.;Pollution
Is there visual pollution where you live?;Visual pollution is not such a big problem in my town. Although there are some abandoned houses and junkyards, there are no skyscrapers that block the natural view. Graffiti or carving on trees, rocks, or other natural features is not as frequent here as in big cities or tourist resorts. However, I am strongly against billboards, which should be banned in cities, for many reasons. Especially before general and local elections they are erected all over the town, many of them illegally, and it takes a lot of time to have them removed.;Pollution
What substance addictions have you heard of?;Smoking, drinking alcohol, taking drugs and compulsive eating are the most common substance addictions.;Substance Addictions
How and why does smoking develop in most cases?;Smokers often start the habit in their teens when the urge to fit in is enormous. Teenagers don't want to be viewed as a weirdo who won't try new things that friends, classmates or role-models are doing. Smoking is also seen as a risky behaviour, which is very appealing to many young people who want to challenge parental authority and boring school rules. Many people use the cigarette as a kind of medicine or consolation. They believe that smoking helps them become calmer or concentrate better. ;Substance Addictions
What do you know about the regulation of smoking and its effects?;Despite the fact that tobacco causes serious chronic diseases to both smokers and passive smokers and it is responsible for the death of millions each year all over the world, smoking is still widespread. Fortunately, the number of smokers has been decreasing since smoking was made illegal in public places, including offices, nightclubs, restaurants and pubs. It also helps that cigarettes can no longer be advertised.;Substance Addictions
Why do many people abuse alcohol?;Alcoholism is a disease that affects people from all walks of life. Psychological, genetic, and behavioral factors can all contribute to having the disease. Alcohol addiction can easily develop, since alcohol is widely available and accepted in western societies. It's often at the center of social situations and closely linked to celebrations and enjoyment. Moreover, many people value drinking alcohol, because it helps to alleviate their negative feelings and removes, at least temporarily, the stress of anxiety. Alcohol can change mood and behavior, and make it harder to think clearly and move with coordination.;Substance Addictions
What are the most common consequences of alcoholism?;Drinking a lot can cause irregular heartbeat, high blood pressure or stroke. It can also damage the liver, weaken the immune system and cause cancer. Quitting alcohol is not easy due to the severe withdrawal symptoms.;Substance Addictions
What do you know about drug addiction?;Drug addiction is a disease that affects the brain and behaviour. Drug addicts can't resist the urge to use certain substances no matter how much harm the drugs may cause.  It isn't just a question of street drugs like it used to be, now many people are addicted to prescription drugs as well. People can become addicted to drugs because they are usually effective in relieving pain and getting rid of reality.;Substance Addictions
What is compulsive eating and what are its consequences?;Food can also affect brain chemistry in ways that might lead to an addiction. People who compulsively overeat may use food as a way of coping with negative emotions, as a stress reliever or as a means of comfort when they are depressed. As a result, they often feel that their eating is out of control. They think about food all the time and feel guilty, ashamed, or depressed after eating. Compulsive eating is one of the main reasons for obesity.;Substance Addictions
Are national holidays still important in our globalized world? Why or why not? ;National holidays are important as these days have a great significance in the history of a nation. Commemorating these events reminds us of our national heroes and guides different generations about the values and messages associated with these events. They help us promote a sense of nationhood and maintain a sense of unity and cultural belonging. A country's historic time-markers are, for example, gaining independence, sacrifices in war, or the lives and roles of important leaders.;Globalization
What are the most important public holidays in Hungary and what do they commemorate?;March 15th stands for democracy and freedom and it commemorates the Hungarian Revolution of 1848, which grew into a war for independence from Habsburg rule. August 20th commemorates the foundation of the Hungarian state. It is also called St. Stephen's Day, remembering Stephen I, the first king and founder of the Kingdom of Hungary, who was canonized on August 20th. October 23rd commemorates the revolution of 1956, Hungary's uprising against communism. It also commemorates the Declaration of the Republic, as in 1989, after the fall of communism, Hungary was declared a republic on October 23rd.;Globalization
How do we celebrate these events?;The main event of the March 15th celebrations is held at the Hungarian National Museum, where young Hungarian revolutionaries held a mass demonstration on the first day of the revolution in 1848. Festivities include ceremonial speeches and a traditional Hussar procession. August 20th festivities start in the morning by raising the Hungarian flag and continue all day long, culminating in a spectacular fireworks display over the Danube. On October 23rd we have a commemoration and memorial ceremony at the '56 Monument at the University of Technology and Economics. Everyone can visit the House of Parliament and the House of Terror Museum free of charge.;Globalization
Which is the most important religious holiday in your opinion and why?;Our most important religious celebration is Easter, which celebrates the resurrection of Jesus. The many customs and traditions surrounding Easter are about celebrating spring and rebirth. Traditionally, on Easter Monday men visited girls, recited a poem and doused them with buckets of water to ensure they become good wives and bear many children. This tradition has both Christian and pagan roots. In exchange, women would reward their visitors with Easter eggs. Egg painting is one of the oldest traditions associated with Easter. Egg decorating is a form of folk art and it is still part of the Easter celebrations today.;Globalization
What other public holidays do we have?;We also celebrate Christmas, New Year's Eve and New Year's Day. Pentecost is celebrated seven weeks after Easter, commemorating the descent of the Holy Spirit. November 1st or All Saint's Day is a traditional day for honoring the memory of the dead. It's a custom to light candles and visit the graves of deceased relatives. May 1st or May Day marks Labour Day just like in many other European countries.;Globalization
